event_id,brightness,frp,confidence,day_night,distance_to_industrial,distance_to_refinery,distance_to_powerplant,distance_to_mine,distance_to_gas_facility,distance_to_road,near_industrial_facility,near_refinery,near_powerplant,near_mine,near_gas_facility,forest_pct,cropland_pct,grassland_pct,builtup_pct,water_pct,detections_7d,detections_30d,detections_90d,mean_frp_30d,max_frp_30d,mean_brightness_30d,days_active_30d,persistence_score,frp_deviation,frp_ratio,brightness_deviation,brightness_ratio,osm_query_status,data_quality_flags,candidate_label,verified_label,verification_status
FIRMS_E2EB0A97AF,337.41,8.39,50.0,day,,,,,,,0.0,0.0,,,,54.99,0.38,44.63,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:not_found,osm_partial_failure,1,,uncertain
FIRMS_AE388204E0,335.05,13.03,50.0,day,,,,,,,,,,0.0,0.0,71.15,0.47,28.38,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:not_found,osm_partial_failure,1,1.0,proxy_verified
FIRMS_6DD01B50BB,337.49,2.55,50.0,day,,,,,,2.1664,,0.0,0.0,,0.0,38.4,14.67,46.93,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:not_found; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,3,,uncertain
FIRMS_C02A8419A1,336.16,5.57,50.0,day,,,,,,0.6916,0.0,0.0,0.0,0.0,,43.36,39.53,17.06,0.03,0.0,0,0,3,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,1,,uncertain
FIRMS_0DEC6FE6D7,338.94,3.0,50.0,day,,,,,,0.4481,,0.0,,,,67.69,23.9,8.3,0.11,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:ok,osm_partial_failure,1,,uncertain
FIRMS_053BC43813,333.16,9.59,50.0,day,,,,,,0.1776,0.0,0.0,,,0.0,82.42,5.33,11.86,0.39,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_4C5960AEC1,345.89,9.59,50.0,day,,,,,,0.0429,0.0,,0.0,0.0,,84.69,4.92,10.05,0.35,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,1,,uncertain
FIRMS_575B2F4C25,346.36,12.38,50.0,day,,,,,,1.1661,0.0,0.0,0.0,0.0,,16.01,44.4,39.59,0.0,0.0,0,0,2,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,2,,uncertain
FIRMS_11F84B7B68,337.98,10.33,50.0,day,,,,,,,,0.0,0.0,0.0,0.0,48.68,32.17,19.1,0.04,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_A27BB8D4DF,337.81,10.33,50.0,day,,,,,,,0.0,0.0,0.0,0.0,0.0,44.22,36.02,19.75,0.01,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_381C94332F,335.08,6.24,50.0,day,,,,,,0.5184,0.0,0.0,,0.0,0.0,91.38,3.04,5.57,0.01,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_0E04F6BD3C,336.24,5.6,50.0,day,,,1.4464,,,,0.0,0.0,1.0,0.0,,36.87,5.55,57.58,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:query_failed; road:query_failed,osm_partial_failure,3,,uncertain
FIRMS_514E306F87,334.73,8.49,50.0,day,0.527,,,,,,1.0,,0.0,,,85.23,0.0,14.37,0.4,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:ok; refinery:query_failed; powerplant:not_found; mine:query_failed; gas_facility:query_failed; road:query_failed,osm_partial_failure,3,,uncertain
FIRMS_680B195E99,341.39,9.04,50.0,day,,,,,,0.0251,,,,0.0,0.0,89.19,0.47,9.89,0.45,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_ECD3BC1B33,333.41,6.13,50.0,day,,,,,,,,,0.0,0.0,0.0,46.29,3.57,50.14,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:not_found; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_020D4BF618,345.55,12.36,50.0,day,,,,,,,0.0,,0.0,0.0,0.0,80.96,3.05,16.0,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:not_found; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,1,1.0,proxy_verified
FIRMS_1FF4570C67,334.54,9.23,50.0,day,,,,,,,,0.0,,,,80.66,2.94,16.41,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_000DB44916,331.95,6.23,50.0,day,,,,,,0.3345,0.0,,0.0,,0.0,37.83,57.44,4.66,0.08,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:not_found; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,2,,uncertain
FIRMS_466723438E,341.2,19.17,20.0,day,,,,,,,0.0,,,,,10.31,33.29,54.12,2.28,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:query_failed,osm_partial_failure,3,,uncertain
FIRMS_D542A91A41,340.16,11.09,50.0,day,,,,,,,,0.0,,,,15.94,72.91,9.0,0.6,0.25,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:query_failed,osm_partial_failure,2,2.0,proxy_verified
FIRMS_A8326B9B5D,344.78,12.39,50.0,day,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,2,2.0,proxy_verified
FIRMS_D75A784BA1,333.99,6.03,20.0,day,,,,,,,0.0,0.0,0.0,,0.0,6.07,89.77,2.44,1.71,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:query_failed; gas_facility:not_found; road:query_failed,osm_partial_failure,2,2.0,proxy_verified
FIRMS_3FBCD3B520,335.03,5.18,20.0,day,,,,,,0.289,0.0,0.0,0.0,0.0,,9.62,88.34,1.04,0.21,0.78,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,2,2.0,proxy_verified
FIRMS_5BC9E431F5,333.2,6.09,20.0,day,,,2.1278,,,0.0797,,0.0,1.0,0.0,0.0,0.06,96.87,2.4,0.0,0.5,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:ok; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,2,2.0,proxy_verified
FIRMS_FBA2C44711,334.94,6.16,50.0,day,,,,,,,0.0,0.0,0.0,0.0,,70.49,6.62,22.82,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_DB523965B2,333.35,3.82,50.0,day,,,,,,4.9087,0.0,,0.0,0.0,,82.41,0.0,17.59,0.0,0.0,0,0,1,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,1,,uncertain
FIRMS_E3E2E787AC,334.29,7.48,20.0,day,2.0261,,4.8348,,,0.8094,1.0,,1.0,0.0,0.0,3.49,86.75,9.72,0.02,0.02,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:ok; refinery:query_failed; powerplant:ok; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,3,,uncertain
FIRMS_2666FD5ACB,333.78,6.13,20.0,day,,,,,,0.3297,,0.0,,,0.0,23.39,75.53,1.07,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,2,2.0,proxy_verified
FIRMS_554C4C0CF5,331.73,5.35,20.0,day,,,,,,0.0267,0.0,0.0,,,0.0,64.9,2.63,32.47,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_05E010FDE5,333.5,7.83,20.0,day,,,,,,0.5894,0.0,,0.0,0.0,0.0,21.28,75.26,3.27,0.01,0.02,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,2,2.0,proxy_verified
FIRMS_173BE28DF1,334.63,6.24,20.0,day,,,,,,,0.0,,,,,20.84,75.43,3.41,0.15,0.02,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:query_failed,osm_partial_failure,2,2.0,proxy_verified
FIRMS_C3B6E51B7E,335.51,6.87,20.0,day,,,,,,0.1018,0.0,,0.0,0.0,0.0,11.1,65.9,22.86,0.09,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,2,2.0,proxy_verified
FIRMS_0ED0DB12FB,344.19,6.87,50.0,day,,,,,,0.058,0.0,0.0,0.0,0.0,0.0,9.06,77.88,12.82,0.07,0.0,0,0,1,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,ok,2,2.0,proxy_verified
FIRMS_8E699C596B,340.95,10.62,50.0,day,,,,,,1.7762,0.0,0.0,,,0.0,20.68,0.52,78.8,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,3,,uncertain
FIRMS_38B2ABD41E,339.76,2.66,50.0,day,,,,,,0.0184,0.0,0.0,,,0.0,73.56,14.01,12.19,0.11,0.1,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_E36732D349,342.48,4.63,50.0,day,,,,,,0.1565,0.0,0.0,0.0,,0.0,80.91,14.67,3.71,0.7,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_81B9550C42,333.11,6.01,20.0,day,,,4.4272,,,0.2105,,,1.0,,0.0,0.16,99.36,0.47,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:ok; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,2,2.0,proxy_verified
FIRMS_C2F695C0DE,338.68,4.45,50.0,day,,,,,,0.4599,0.0,,0.0,,,67.83,14.05,17.62,0.48,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:not_found; mine:query_failed; gas_facility:query_failed; road:ok,osm_partial_failure,1,,uncertain
FIRMS_C62383D371,348.6,9.12,50.0,day,,,,,,0.1163,,0.0,0.0,0.0,0.0,12.57,57.72,29.71,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,2,,uncertain
FIRMS_46DF95C7BD,343.45,9.31,50.0,day,,,,,,0.095,0.0,,0.0,0.0,0.0,15.76,51.34,32.89,0.01,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,2,,uncertain
FIRMS_3B803D4D94,334.4,4.72,50.0,day,,,,,,,,0.0,,0.0,,6.7,63.87,26.47,0.0,2.96,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:query_failed; mine:not_found; gas_facility:query_failed; road:query_failed,osm_partial_failure,2,2.0,proxy_verified
FIRMS_057DA97C78,333.93,1.99,50.0,day,4.5723,,,,,0.0601,1.0,,,0.0,0.0,58.55,37.02,2.6,1.05,0.77,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:ok; refinery:query_failed; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,3,,uncertain
FIRMS_AADAB58EDD,332.56,3.65,20.0,day,,,,,,1.3192,,0.0,0.0,0.0,0.0,15.87,79.06,5.07,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,2,2.0,proxy_verified
FIRMS_7ECB3B29DC,337.02,3.65,50.0,day,,,,,,,0.0,0.0,,,0.0,17.59,78.38,4.03,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:not_found; road:query_failed,osm_partial_failure,2,2.0,proxy_verified
FIRMS_A3511376D8,343.2,8.89,50.0,day,,,,,,1.536,,,,,,12.0,72.11,15.68,0.06,0.15,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:ok,osm_partial_failure,2,2.0,proxy_verified
FIRMS_D5506758D1,338.51,9.05,50.0,day,,,,,,,,0.0,,0.0,0.0,12.64,71.81,15.05,0.05,0.44,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,2,2.0,proxy_verified
FIRMS_EFBDA83AF7,331.21,4.06,50.0,day,,,,,,0.251,0.0,0.0,0.0,,,44.33,10.71,42.98,1.87,0.1,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:query_failed; gas_facility:query_failed; road:ok,osm_partial_failure,1,,uncertain
FIRMS_881176A2B7,330.53,3.5,20.0,day,,,,,,,,,0.0,,0.0,46.56,10.37,40.76,1.59,0.71,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:not_found; mine:query_failed; gas_facility:not_found; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_9B451A8F68,347.3,6.47,50.0,day,,,,,,,,,,0.0,,51.14,43.4,5.41,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:query_failed; mine:not_found; gas_facility:query_failed; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_6683DDF2C4,330.99,3.46,50.0,day,,,,,,0.3556,0.0,,,,0.0,51.86,30.55,7.84,0.66,9.08,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:query_failed; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_5C4D2C360D,330.8,6.68,20.0,day,,,,,,,,0.0,,,,18.1,53.03,27.0,0.01,1.86,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:query_failed,osm_partial_failure,2,,uncertain
FIRMS_93E4B73B5F,339.51,3.18,50.0,day,,,,,,0.1707,0.0,0.0,,0.0,0.0,52.55,38.73,3.56,5.15,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_7D5100CCFF,349.71,20.57,50.0,day,,,,,,0.2743,0.0,0.0,0.0,0.0,,48.8,25.76,22.95,0.25,2.23,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,1,,uncertain
FIRMS_68C309DCF1,332.42,4.71,20.0,day,2.4015,,,,,0.3223,1.0,0.0,0.0,0.0,,25.17,4.85,32.96,0.0,31.69,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,3,,uncertain
FIRMS_21FAE33447,340.57,6.26,50.0,day,,,,,,0.8181,,0.0,0.0,0.0,0.0,38.23,19.74,41.99,0.05,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,3,,uncertain
FIRMS_71342FCF26,340.11,4.93,50.0,day,,,,,,,,,0.0,0.0,,28.13,54.53,17.31,0.03,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:query_failed,osm_partial_failure,2,,uncertain
FIRMS_B405488D61,342.01,7.81,50.0,day,,,,,,0.0366,0.0,,,0.0,0.0,69.68,11.73,18.51,0.06,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:query_failed; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_0A4FCE179A,334.0,4.08,50.0,day,,,,,,,,0.0,,0.0,,79.33,2.49,18.13,0.02,0.03,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:query_failed; mine:not_found; gas_facility:query_failed; road:query_failed,osm_partial_failure,1,,uncertain
FIRMS_89F4B8ECA2,340.35,3.49,50.0,day,,,1.1285,2.7608,,0.0949,,0.0,1.0,1.0,0.0,29.12,31.11,24.85,6.99,4.56,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:not_found; powerplant:ok; mine:ok; gas_facility:not_found; road:ok,osm_partial_failure,3,,uncertain
FIRMS_4DB3C91825,343.71,18.87,50.0,day,,,,,,0.167,0.0,0.0,0.0,0.0,,45.96,12.79,40.62,0.15,0.48,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,1,,uncertain
FIRMS_BAF732A8F8,344.61,19.56,50.0,day,,,,,,0.3173,0.0,0.0,,,0.0,48.48,12.36,38.63,0.14,0.38,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:query_failed; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
FIRMS_4A44F09F53,337.15,6.15,50.0,day,,,,,,1.3198,,,,,,2.31,91.28,5.34,0.0,1.06,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:query_failed; mine:query_failed; gas_facility:query_failed; road:ok,osm_partial_failure,2,2.0,proxy_verified
FIRMS_89AF3AD312,336.04,6.15,50.0,day,3.0923,,,,,1.0166,1.0,0.0,,0.0,,4.76,81.55,12.98,0.01,0.7,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:query_failed; mine:not_found; gas_facility:query_failed; road:ok,osm_partial_failure,3,,uncertain
FIRMS_915B57E8EC,343.65,2.5,50.0,day,,,,,,,0.0,0.0,0.0,0.0,,31.34,25.24,43.29,0.0,0.14,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:query_failed; road:query_failed,osm_partial_failure,3,,uncertain
FIRMS_FDC4209BE6,339.16,3.4,50.0,day,,,,,,1.2388,0.0,0.0,0.0,,0.0,28.39,28.06,42.59,0.0,0.96,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:not_found; powerplant:not_found; mine:query_failed; gas_facility:not_found; road:ok,osm_partial_failure,3,,uncertain
FIRMS_A01DB03C8D,333.49,3.46,50.0,day,,,,,,,,,0.0,0.0,0.0,23.52,24.29,52.1,0.08,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:query_failed; refinery:query_failed; powerplant:not_found; mine:not_found; gas_facility:not_found; road:query_failed,osm_partial_failure,3,,uncertain
FIRMS_6E2FEFA92F,332.68,6.2,50.0,day,,,,,,0.5108,0.0,,0.0,0.0,0.0,46.97,12.77,40.26,0.0,0.0,0,0,0,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:not_found; refinery:query_failed; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,osm_partial_failure,1,,uncertain
